narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P02_12_19,P02,P02_12,00:00:52.940,00:00:47.38,00:00:54.79,2842,3287,stirs tahini,stir,10,tahini,47,['tahini'],[47]
P02_12_190,P02,P02_12,00:11:19.120,00:11:11.45,00:11:13.23,40287,40393,gets some meat,get,0,meat,28,['meat'],[28]
P02_12_191,P02,P02_12,00:11:14.210,00:11:13.15,00:11:16.29,40389,40577,puts meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]"
P02_12_192,P02,P02_12,00:11:20.120,00:11:13.40,00:11:17.24,40404,40634,puts meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]"
P02_12_193,P02,P02_12,00:11:16.290,00:11:15.73,00:11:17.29,40543,40637,squeezes,squeeze,18,dough,25,['dough'],[25]
P02_12_194,P02,P02_12,00:11:25.610,00:11:17.50,00:11:18.95,40650,40737,gets some meat,get,0,meat,28,['meat'],[28]
P02_12_195,P02,P02_12,00:11:26.610,00:11:19.23,00:11:24.69,40753,41081,puts meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]"
P02_12_196,P02,P02_12,00:11:32.130,00:11:24.85,00:11:25.91,41091,41154,gets meat,get,0,meat,28,['meat'],[28]
P02_12_197,P02,P02_12,00:11:33.130,00:11:26.89,00:11:27.94,41213,41276,puts meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]"
P02_12_198,P02,P02_12,00:11:37.780,00:11:29.96,00:11:32.32,41397,41539,gets meat mix,get,0,mix:meat,28,['mix:meat'],[28]
P02_12_199,P02,P02_12,00:11:40.020,00:11:32.57,00:11:37.64,41554,41858,puts meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]"
P02_12_2,P02,P02_12,00:00:06.460,00:00:05.55,00:00:06.55,333,393,opens cupboard,open,3,cupboard,3,['cupboard'],[3]
P02_12_20,P02,P02_12,00:00:55.809,00:00:54.99,00:00:57.47,3299,3448,scoops tahini,scoop,16,tahini,47,['tahini'],[47]
P02_12_200,P02,P02_12,00:11:43.820,00:11:37.84,00:11:38.86,41870,41931,gets meat mix,get,0,mix:meat,28,['mix:meat'],[28]
P02_12_201,P02,P02_12,00:11:45.240,00:11:39.98,00:11:42.85,41998,42171,puts meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]"
P02_12_202,P02,P02_12,00:12:01.230,00:11:59.36,00:12:02.75,43161,43365,gets meat mix,get,0,mix:meat,28,['mix:meat'],[28]
P02_12_203,P02,P02_12,00:12:03.730,00:12:02.85,00:12:08.03,43371,43681,puts mix on ball of dough,put-on,1,mix,71,"['mix', 'ball:dough']","[71, 25]"
P02_12_204,P02,P02_12,00:12:08.790,00:12:08.14,00:12:09.55,43688,43773,gets meat mix,get,0,mix:meat,28,['mix:meat'],[28]
P02_12_205,P02,P02_12,00:12:10.420,00:12:09.88,00:12:12.47,43792,43948,puts mix on ball of dough,put-on,1,mix,71,"['mix', 'ball:dough']","[71, 25]"
P02_12_206,P02,P02_12,00:12:16.320,00:12:12.63,00:12:16.45,43957,44187,gets meat mix,get,0,mix:meat,28,['mix:meat'],[28]
P02_12_207,P02,P02_12,00:12:17.510,00:12:16.79,00:12:23.57,44207,44614,puts mix on ball of dough,put-on,1,mix,71,"['mix', 'ball:dough']","[71, 25]"
P02_12_208,P02,P02_12,00:12:23.850,00:12:23.81,00:12:24.88,44628,44692,gets meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]"
P02_12_209,P02,P02_12,00:12:25.630,00:12:24.88,00:12:27.05,44692,44823,puts mix on ball of dough,put-on,1,mix,71,"['mix', 'ball:dough']","[71, 25]"
P02_12_21,P02,P02_12,00:01:00.760,00:00:56.40,00:00:57.50,3384,3450,scoops tahini,scoop,16,tahini,47,['tahini'],[47]
P02_12_210,P02,P02_12,00:12:27.740,00:12:27.05,00:12:29.00,44823,44940,gets meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]"
P02_12_211,P02,P02_12,00:12:36.030,00:12:27.11,00:12:29.24,44826,44954,gets meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]"
P02_12_212,P02,P02_12,00:12:37.540,00:12:29.23,00:12:35.25,44953,45315,puts meat mix on ball of dough,put-on,1,mix:meat,28,"['mix:meat', 'ball:dough']","[28, 25]"
P02_12_213,P02,P02_12,00:12:29.570,00:12:29.26,00:12:35.22,44955,45313,puts mix meat on ball of dough,put-on,1,meat:mix,28,"['meat:mix', 'ball:dough']","[28, 25]"
P02_12_214,P02,P02_12,00:12:40.930,00:12:35.41,00:12:36.74,45324,45404,gets meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]"
P02_12_215,P02,P02_12,00:12:42.830,00:12:41.78,00:12:47.32,45706,46039,puts meat mix on ball of dough,put-on,1,mix:meat,28,"['mix:meat', 'ball:dough']","[28, 25]"
P02_12_216,P02,P02_12,00:12:48.290,00:12:47.07,00:12:48.58,46024,46114,gets meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]"
P02_12_217,P02,P02_12,00:12:49.690,00:12:48.44,00:12:51.95,46106,46317,puts meat mix on ball of dough,put-on,1,mix:meat,28,"['mix:meat', 'ball:dough']","[28, 25]"
P02_12_218,P02,P02_12,00:12:55.130,00:12:53.82,00:12:58.34,46429,46700,picks up tray,pick-up,0,tray,35,['tray'],[35]
P02_12_219,P02,P02_12,00:12:58.670,00:12:58.84,00:13:01.23,46730,46873,puts tray on stove,put-on,1,tray,35,"['tray', 'stove']","[35, 24]"
P02_12_22,P02,P02_12,00:01:01.760,00:00:57.56,00:01:05.19,3453,3911,pours tahini on meat,pour-on,9,tahini,47,"['tahini', 'meat']","[47, 28]"
P02_12_220,P02,P02_12,00:13:04.660,00:13:04.00,00:13:05.62,47040,47137,picks up tray,pick-up,0,tray,35,['tray'],[35]
P02_12_221,P02,P02_12,00:13:06.440,00:13:06.01,00:13:07.11,47160,47226,puts tray,put,1,tray,35,['tray'],[35]
P02_12_222,P02,P02_12,00:13:08.170,00:13:07.01,00:13:07.67,47220,47260,picks up plate,pick-up,0,plate,2,['plate'],[2]
P02_12_223,P02,P02_12,00:13:09.170,00:13:07.77,00:13:09.76,47266,47385,pours oil from plate to tray,pour-from,9,oil,31,"['oil', 'plate']","[31, 2]"
P02_12_224,P02,P02_12,00:13:11.830,00:13:10.26,00:13:17.46,47415,47847,spreads oil in tray,spread-in,27,oil,31,"['oil', 'tray']","[31, 35]"
P02_12_225,P02,P02_12,00:13:18.500,00:13:17.94,00:13:18.53,47876,47911,picks up plate,pick-up,0,plate,2,['plate'],[2]
P02_12_226,P02,P02_12,00:13:19.500,00:13:18.28,00:13:21.16,47896,48069,pours oil in tray,pour-in,9,oil,31,"['oil', 'tray']","[31, 35]"
P02_12_227,P02,P02_12,00:13:21.490,00:13:21.26,00:13:24.53,48075,48271,spreads oil in tray,spread-in,27,oil,31,"['oil', 'tray']","[31, 35]"
P02_12_228,P02,P02_12,00:13:25.830,00:13:24.63,00:13:27.67,48277,48460,gets bowl of dough from bowl,get-from,0,bowl:dough,7,"['bowl:dough', 'bowl']","[7, 7]"
P02_12_229,P02,P02_12,00:13:29.790,00:13:27.76,00:13:39.34,48465,49160,kneads dough,knead,51,dough,25,['dough'],[25]
P02_12_23,P02,P02_12,00:00:58.109,00:00:57.60,00:00:59.45,3456,3567,puts tahini on meat,put-on,1,tahini,47,"['tahini', 'meat']","[47, 28]"
P02_12_230,P02,P02_12,00:13:30.820,00:13:41.17,00:13:46.22,49270,49573,rolls bowl of dough,roll,47,bowl:dough,7,['bowl:dough'],[7]
P02_12_231,P02,P02_12,00:13:46.610,00:13:46.10,00:13:47.90,49566,49674,puts ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25]
P02_12_232,P02,P02_12,00:13:51.640,00:13:49.69,00:14:00.07,49781,50404,turns oven on,turn-on,6,oven,46,['oven'],[46]
P02_12_233,P02,P02_12,00:14:04.190,00:14:02.69,00:14:06.46,50561,50787,gets ball of dough,get,0,ball:dough,25,['ball:dough'],[25]
P02_12_234,P02,P02_12,00:14:06.730,00:14:06.06,00:14:19.48,50763,51568,kneads ball of dough,knead,51,ball:dough,25,['ball:dough'],[25]
P02_12_235,P02,P02_12,00:14:22.640,00:14:19.36,00:14:22.79,51561,51767,rolls ball of dough,roll,47,ball:dough,25,['ball:dough'],[25]
P02_12_236,P02,P02_12,00:14:23.680,00:14:22.36,00:14:23.21,51741,51792,puts ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25]
P02_12_237,P02,P02_12,00:14:25.530,00:14:23.44,00:14:26.43,51806,51985,gets ball of dough,get,0,ball:dough,25,['ball:dough'],[25]
P02_12_238,P02,P02_12,00:14:26.930,00:14:26.53,00:14:27.36,51991,52041,gets some oil,get,0,oil,31,['oil'],[31]
P02_12_239,P02,P02_12,00:14:30.100,00:14:27.31,00:14:40.91,52038,52854,kneads ball of dough,knead,51,ball:dough,25,['ball:dough'],[25]
P02_12_24,P02,P02_12,00:01:07.520,00:01:06.89,00:01:08.49,4013,4109,closes tahini,close,4,tahini,47,['tahini'],[47]
P02_12_240,P02,P02_12,00:14:41.690,00:14:41.19,00:14:46.60,52871,53196,rolls ball of dough,roll,47,ball:dough,25,['ball:dough'],[25]
P02_12_241,P02,P02_12,00:14:46.940,00:14:46.44,00:14:47.71,53186,53262,puts ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25]
P02_12_242,P02,P02_12,00:14:48.720,00:14:48.05,00:14:48.60,53283,53316,gets some oil,get,0,oil,31,['oil'],[31]
P02_12_243,P02,P02_12,00:14:49.720,00:14:48.17,00:14:48.95,53290,53337,spreads oil on hand,spread-on,27,oil,31,"['oil', 'hand']","[31, 11]"
P02_12_244,P02,P02_12,00:14:50.930,00:14:48.77,00:14:52.02,53326,53521,gets ball of dough,get,0,ball:dough,25,['ball:dough'],[25]
P02_12_245,P02,P02_12,00:14:52.310,00:14:51.38,00:15:02.35,53482,54141,kneads ball of dough,knead,51,ball:dough,25,['ball:dough'],[25]
P02_12_246,P02,P02_12,00:14:53.720,00:15:01.45,00:15:07.51,54087,54450,rolls ball of dough,roll,47,ball:dough,25,['ball:dough'],[25]
P02_12_247,P02,P02_12,00:15:08.670,00:15:07.11,00:15:08.32,54426,54499,puts ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25]
P02_12_248,P02,P02_12,00:15:09.680,00:15:08.17,00:15:09.20,54490,54552,gets some oil,get,0,oil,31,['oil'],[31]
P02_12_249,P02,P02_12,00:15:10.680,00:15:08.80,00:15:09.53,54528,54571,spreads oil on hand,spread-on,27,oil,31,"['oil', 'hand']","[31, 11]"
P02_12_25,P02,P02_12,00:01:08.570,00:01:08.59,00:01:09.70,4115,4182,puts tahini away,put,1,tahini,47,['tahini'],[47]
P02_12_250,P02,P02_12,00:15:11.680,00:15:09.13,00:15:13.71,54547,54822,gets ball of dough,get,0,ball:dough,25,['ball:dough'],[25]
P02_12_251,P02,P02_12,00:15:13.590,00:15:12.56,00:15:31.10,54753,55866,kneads ball of dough,knead,51,ball:dough,25,['ball:dough'],[25]
P02_12_252,P02,P02_12,00:15:31.090,00:15:30.29,00:15:31.14,55817,55868,gets some oil,get,0,oil,31,['oil'],[31]
P02_12_253,P02,P02_12,00:15:33.000,00:15:31.92,00:15:40.46,55915,56427,rolls all ball of dough,roll,47,ball:dough,25,['ball:dough'],[25]
P02_12_254,P02,P02_12,00:15:40.920,00:15:40.47,00:15:41.18,56428,56470,puts ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25]
P02_12_255,P02,P02_12,00:15:42.030,00:15:41.14,00:15:41.86,56468,56511,gets some oil,get,0,oil,31,['oil'],[31]
P02_12_256,P02,P02_12,00:15:43.030,00:15:42.08,00:15:42.76,56524,56565,spreads oil on hand,spread-on,27,oil,31,"['oil', 'hand']","[31, 11]"
P02_12_257,P02,P02_12,00:15:44.290,00:15:42.86,00:15:46.13,56571,56767,gets ball of dough,get,0,ball:dough,25,['ball:dough'],[25]
P02_12_258,P02,P02_12,00:15:48.030,00:15:47.28,00:15:48.00,56836,56880,gets some oil,get,0,oil,31,['oil'],[31]
P02_12_259,P02,P02_12,00:15:49.030,00:15:48.10,00:15:48.74,56886,56924,spreads oil on hand,spread-on,27,oil,31,"['oil', 'hand']","[31, 11]"
P02_12_26,P02,P02_12,00:01:11.950,00:01:09.98,00:01:13.71,4198,4422,opens yoghurt,open,3,yoghurt,98,['yoghurt'],[98]
P02_12_260,P02,P02_12,00:15:51.190,00:15:48.52,00:16:00.30,56911,57618,kneads ball of dough,knead,51,ball:dough,25,['ball:dough'],[25]
P02_12_261,P02,P02_12,00:16:00.690,00:15:59.31,00:16:07.86,57558,58071,rolls,roll,47,ball:dough,25,['ball:dough'],[25]
P02_12_262,P02,P02_12,00:16:08.360,00:16:07.67,00:16:08.95,58060,58137,puts ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25]
P02_12_263,P02,P02_12,00:16:10.260,00:16:09.05,00:16:10.23,58143,58213,gets meat mix,get,0,mix:meat,28,['mix:meat'],[28]
P02_12_264,P02,P02_12,00:16:11.380,00:16:10.31,00:16:12.80,58218,58368,puts meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]"
P02_12_265,P02,P02_12,00:16:13.420,00:16:12.80,00:16:14.16,58368,58449,gets meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]"
P02_12_266,P02,P02_12,00:16:15.110,00:16:14.20,00:16:17.34,58452,58640,puts meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]"
P02_12_267,P02,P02_12,00:16:17.630,00:16:17.38,00:16:18.99,58642,58739,gets mix meat from pan,get,0,meat:mix,28,"['meat:mix', 'pan']","[28, 5]"
P02_12_268,P02,P02_12,00:16:19.680,00:16:19.09,00:16:23.34,58745,59000,puts mix meat on dough,put-on,1,meat:mix,28,"['meat:mix', 'dough']","[28, 25]"
P02_12_269,P02,P02_12,00:16:29.560,00:16:20.29,00:16:31.65,58817,59499,puts meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]"
P02_12_27,P02,P02_12,00:01:12.950,00:01:13.80,00:01:14.60,4428,4476,picks up spoon,pick-up,0,spoon,1,['spoon'],[1]
P02_12_270,P02,P02_12,00:16:24.070,00:16:23.44,00:16:24.76,59006,59085,gets meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]"
P02_12_271,P02,P02_12,00:16:25.640,00:16:25.15,00:16:27.12,59109,59227,puts meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]"
P02_12_272,P02,P02_12,00:16:28.000,00:16:27.21,00:16:29.33,59232,59359,gets meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]"
P02_12_273,P02,P02_12,00:16:32.130,00:16:32.04,00:16:34.39,59522,59663,gets meat mix from pan from spoon,get-from,0,mix:meat,28,"['mix:meat', 'pan', 'spoon']","[28, 5, 1]"
P02_12_274,P02,P02_12,00:16:34.730,00:16:34.74,00:16:36.04,59684,59762,puts meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]"
P02_12_275,P02,P02_12,00:16:38.590,00:16:36.14,00:16:42.99,59768,60179,gets meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]"
P02_12_276,P02,P02_12,00:16:43.300,00:16:43.03,00:16:46.20,60181,60372,puts meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]"
P02_12_277,P02,P02_12,00:16:57.340,00:16:56.50,00:16:57.78,60990,61066,opens cupboard,open,3,cupboard,3,['cupboard'],[3]
P02_12_278,P02,P02_12,00:17:02.900,00:16:59.32,00:17:03.06,61159,61383,gets tray,get,0,tray,35,['tray'],[35]
P02_12_279,P02,P02_12,00:17:05.059,00:17:03.78,00:17:05.08,61426,61504,removes bags,remove,12,bag,19,['bag'],[19]
P02_12_28,P02,P02_12,00:01:16.430,00:01:14.55,00:01:17.32,4473,4639,scoops yoghurt,scoop,16,yoghurt,98,['yoghurt'],[98]
P02_12_280,P02,P02_12,00:17:08.769,00:17:08.09,00:17:09.27,61685,61756,picks up tray,pick-up,0,tray,35,['tray'],[35]
P02_12_281,P02,P02_12,00:17:11.499,00:17:10.69,00:17:11.92,61841,61915,puts tray,put,1,tray,35,['tray'],[35]
P02_12_282,P02,P02_12,00:17:09.870,00:17:10.76,00:17:12.85,61845,61970,puts tray,put,1,tray,35,['tray'],[35]
P02_12_283,P02,P02_12,00:17:13.419,00:17:12.26,00:17:13.01,61935,61980,picks up plate,pick-up,0,plate,2,['plate'],[2]
P02_12_284,P02,P02_12,00:17:15.230,00:17:13.11,00:17:14.36,61986,62061,pours oil,pour,9,oil,31,['oil'],[31]
P02_12_285,P02,P02_12,00:17:17.990,00:17:17.56,00:17:18.53,62253,62311,picks up olive oil bottle,pick-up,0,bottle:oil,15,['bottle:oil'],[15]
P02_12_286,P02,P02_12,00:17:19.639,00:17:18.31,00:17:19.85,62298,62390,pours oil on tray,pour-on,9,oil,31,"['oil', 'tray']","[31, 35]"
P02_12_287,P02,P02_12,00:17:22.679,00:17:21.41,00:17:28.91,62484,62934,spreads oil in tray,spread-in,27,oil,31,"['oil', 'tray']","[31, 35]"
P02_12_288,P02,P02_12,00:17:30.899,00:17:29.26,00:17:31.51,62955,63090,picks up dough half dough,pick-up,0,dough,25,"['dough', 'dough:half']","[25, 25]"
P02_12_289,P02,P02_12,00:17:32.860,00:17:32.31,00:17:36.09,63138,63365,kneads ball of dough,knead,51,ball:dough,25,['ball:dough'],[25]
P02_12_29,P02,P02_12,00:01:17.930,00:01:17.25,00:01:20.20,4635,4812,puts yoghurt,put,1,yoghurt,98,['yoghurt'],[98]
P02_12_290,P02,P02_12,00:17:37.950,00:17:35.97,00:17:46.52,63358,63991,rolls ball of dough,roll,47,ball:dough,25,['ball:dough'],[25]
P02_12_291,P02,P02_12,00:17:46.259,00:17:45.75,00:17:46.75,63945,64005,puts ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25]
P02_12_292,P02,P02_12,00:17:48.259,00:17:47.09,00:17:47.84,64025,64070,picks up ball of dough,pick-up,0,ball:dough,25,['ball:dough'],[25]
P02_12_293,P02,P02_12,,00:17:47.56,00:17:50.75,64053,64245,rolls,roll,47,ball:dough,25,['ball:dough'],[25]
P02_12_294,P02,P02_12,00:17:49.350,00:17:48.04,00:17:51.09,64082,64265,kneads ball of dough,knead,51,ball:dough,25,['ball:dough'],[25]
P02_12_295,P02,P02_12,00:17:58.139,00:17:57.54,00:18:00.40,64652,64824,rolls ball of dough,roll,47,ball:dough,25,['ball:dough'],[25]
P02_12_296,P02,P02_12,00:18:00.620,00:18:00.39,00:18:01.64,64823,64898,puts ball of dough on tray,put-on,1,ball:dough,25,"['ball:dough', 'tray']","[25, 35]"
P02_12_297,P02,P02_12,00:18:03.389,00:18:02.99,00:18:03.99,64979,65039,opens drawer,open,3,drawer,8,['drawer'],[8]
P02_12_298,P02,P02_12,00:18:05.529,00:18:04.34,00:18:05.67,65060,65140,picks up spoon,pick-up,0,spoon,1,['spoon'],[1]
P02_12_299,P02,P02_12,00:18:08.539,00:18:07.44,00:18:08.45,65246,65307,picks up olive oil bottle,pick-up,0,bottle:oil,15,['bottle:oil'],[15]
P02_12_3,P02,P02_12,00:00:07.460,00:00:07.15,00:00:08.90,429,534,picks up herb,pick-up,0,herb,62,['herb'],[62]
P02_12_30,P02,P02_12,00:01:21.229,00:01:20.48,00:01:21.55,4828,4893,puts spoon,put,1,spoon,1,['spoon'],[1]
P02_12_300,P02,P02_12,00:18:11.009,00:18:08.79,00:18:12.04,65327,65522,pours olive oil in plate,pour-in,9,oil:olive,31,"['oil:olive', 'plate']","[31, 2]"
P02_12_301,P02,P02_12,00:18:13.210,00:18:12.14,00:18:13.14,65528,65588,puts olive oil bottle,put,1,bottle:oil,15,['bottle:oil'],[15]
P02_12_302,P02,P02_12,00:18:16.309,00:18:13.68,00:18:19.39,65620,65963,opens jar,open,3,jar,40,['jar'],[40]
P02_12_303,P02,P02_12,00:18:20.919,00:18:19.49,00:18:20.97,65969,66058,scoops thyme,scoop,16,thyme,215,['thyme'],[215]
P02_12_304,P02,P02_12,00:18:22.039,00:18:21.07,00:18:21.90,66064,66114,puts thyme in tray,put-in,5,thyme,215,"['thyme', 'tray']","[215, 35]"
P02_12_306,P02,P02_12,00:18:25.830,00:18:22.99,00:18:28.80,66179,66528,mixes thyme and olive oil in plate,mix,10,thyme,215,"['thyme', 'oil:olive', 'plate']","[215, 31, 2]"
P02_12_307,P02,P02_12,00:18:31.129,00:18:28.90,00:18:30.46,66534,66627,scoops thyme and olive oil using hand,scoop,16,thyme,215,"['thyme', 'oil:olive', 'hand']","[215, 31, 11]"
P02_12_308,P02,P02_12,00:18:33.809,00:18:29.89,00:18:33.74,66593,66824,puts thyme and olive oil on dough,put-on,1,thyme,215,"['thyme', 'oil:olive', 'dough']","[215, 31, 25]"
P02_12_309,P02,P02_12,00:18:37.950,00:18:33.68,00:18:34.35,66820,66861,scoops thyme and olive oil using hand,scoop,16,thyme,215,"['thyme', 'oil:olive', 'hand']","[215, 31, 11]"
P02_12_31,P02,P02_12,00:01:23.229,00:01:21.57,00:01:24.25,4894,5055,closes yoghurt,close,4,yoghurt,98,['yoghurt'],[98]
P02_12_310,P02,P02_12,00:18:40.499,00:18:35.79,00:18:42.97,66947,67378,puts thyme and olive oil on dough,put-on,1,thyme,215,"['thyme', 'oil:olive', 'dough']","[215, 31, 25]"
P02_12_311,P02,P02_12,00:18:45.029,00:18:44.16,00:18:45.05,67449,67503,picks up tray,pick-up,0,tray,35,['tray'],[35]
P02_12_312,P02,P02_12,00:18:43.629,00:18:44.42,00:18:50.63,67465,67837,puts plate,put,1,plate,2,['plate'],[2]
P02_12_313,P02,P02_12,00:18:53.019,00:18:52.33,00:18:53.43,67939,68005,picks up olive oil bottle,pick-up,0,bottle:oil,15,['bottle:oil'],[15]
P02_12_314,P02,P02_12,00:18:54.529,00:18:53.49,00:18:56.29,68009,68177,pours olive oil into plate,pour-into,9,oil:olive,31,"['oil:olive', 'plate']","[31, 2]"
P02_12_315,P02,P02_12,00:18:55.980,00:18:56.09,00:18:57.08,68165,68224,returns bottle,return,1,bottle,15,['bottle'],[15]
P02_12_316,P02,P02_12,00:18:59.220,00:18:57.38,00:18:58.34,68242,68300,holds plate,hold,34,plate,2,['plate'],[2]
P02_12_317,P02,P02_12,00:19:02.299,00:18:58.39,00:18:59.16,68303,68349,gets thyme,get,0,thyme,215,['thyme'],[215]
P02_12_318,P02,P02_12,00:19:03.720,00:19:00.51,00:19:02.76,68430,68565,mixes thyme in plate,mix-in,10,thyme,215,"['thyme', 'plate']","[215, 2]"
P02_12_319,P02,P02_12,00:19:05.450,00:19:02.86,00:19:03.46,68571,68607,picks up olive oil,pick-up,0,oil:olive,31,['oil:olive'],[31]
P02_12_32,P02,P02_12,00:01:22.229,00:01:21.63,00:01:24.36,4897,5061,puts yoghurt,put,1,yoghurt,98,['yoghurt'],[98]
P02_12_320,P02,P02_12,00:19:06.840,00:19:03.33,00:19:05.70,68599,68742,adds olive,add,46,olive,83,['olive'],[83]
P02_12_321,P02,P02_12,00:19:07.850,00:19:05.55,00:19:11.28,68733,69076,mixes olive oil and thyme,mix,10,oil:olive,31,"['oil:olive', 'thyme']","[31, 215]"
P02_12_322,P02,P02_12,00:19:09.960,00:19:07.45,00:19:08.67,68847,68920,picks up plate,pick-up,0,plate,2,['plate'],[2]
P02_12_323,P02,P02_12,00:19:11.159,00:19:08.67,00:19:11.31,68920,69078,holds plate,hold,34,plate,2,['plate'],[2]
P02_12_324,P02,P02_12,00:19:12.539,00:19:12.45,00:19:14.95,69147,69297,scoops olive oil and thyme,scoop,16,oil:olive,31,"['oil:olive', 'thyme']","[31, 215]"
P02_12_325,P02,P02_12,00:19:14.779,00:19:12.68,00:19:15.47,69160,69328,puts olive oil and thyme into dough,put-into,5,oil:olive,31,"['oil:olive', 'thyme', 'dough']","[31, 215, 25]"
P02_12_326,P02,P02_12,00:19:20.100,00:19:15.57,00:19:20.14,69334,69608,puts mixture of olive oil and thyme onto dough,put-onto,1,mixture,71,"['mixture', 'oil:olive', 'thyme', 'dough']","[71, 31, 215, 25]"
P02_12_327,P02,P02_12,00:19:23.320,00:19:22.50,00:19:27.00,69750,70020,scoops olive oil and dough from plate,scoop-from,16,oil:olive,31,"['oil:olive', 'dough', 'plate']","[31, 25, 2]"
P02_12_328,P02,P02_12,00:19:27.409,00:19:27.10,00:19:28.60,70026,70116,adds olive oil and thyme to dough,add,46,oil:olive,31,"['oil:olive', 'thyme', 'dough']","[31, 215, 25]"
P02_12_329,P02,P02_12,00:19:31.169,00:19:28.70,00:19:40.15,70122,70809,pours olive oil and thyme from plate to dough,pour-from,9,oil:olive,31,"['oil:olive', 'thyme', 'plate', 'dough']","[31, 215, 2, 25]"
P02_12_33,P02,P02_12,00:01:26.180,00:01:24.72,00:01:30.17,5083,5410,mixes meat,mix,10,meat,28,['meat'],[28]
P02_12_330,P02,P02_12,00:19:41.529,00:19:41.15,00:19:43.21,70869,70992,puts plate,put,1,plate,2,['plate'],[2]
P02_12_331,P02,P02_12,00:19:44.320,00:19:42.03,00:19:52.92,70921,71575,scoops thyme using spoon,scoop,16,thyme,215,"['thyme', 'spoon']","[215, 1]"
P02_12_332,P02,P02_12,00:19:46.730,00:19:46.02,00:19:47.35,71161,71241,adds thyme to dough,add,46,thyme,215,"['thyme', 'dough']","[215, 25]"
P02_12_333,P02,P02_12,00:19:50.309,00:19:49.54,00:19:51.84,71372,71510,pours thyme from plate to dough,pour-from,9,thyme,215,"['thyme', 'plate', 'dough']","[215, 2, 25]"
P02_12_334,P02,P02_12,00:19:55.059,00:19:54.42,00:19:55.88,71665,71752,puts plate in sink,put-in,5,plate,2,"['plate', 'sink']","[2, 63]"
P02_12_335,P02,P02_12,00:19:57.029,00:19:55.98,00:19:58.20,71758,71892,opens tap,turn-on,6,tap,0,['tap'],[0]
P02_12_336,P02,P02_12,00:19:58.360,00:19:58.30,00:20:13.72,71898,72823,washes hands,wash,2,hand,11,['hand'],[11]
P02_12_337,P02,P02_12,00:20:14.730,00:20:13.82,00:20:16.92,72829,73015,picks up towel,pick-up,0,towel,52,['towel'],[52]
P02_12_338,P02,P02_12,00:20:15.730,00:20:15.16,00:20:17.39,72909,73043,dries hands,dry,14,hand,11,['hand'],[11]
P02_12_339,P02,P02_12,00:20:20.090,00:20:18.68,00:20:23.21,73120,73392,opens cupboard,open,3,cupboard,3,['cupboard'],[3]
P02_12_34,P02,P02_12,00:01:29.630,00:01:29.61,00:01:37.51,5376,5850,stirs meat with yoghurt and tahini,stir,10,meat,28,"['meat', 'yoghurt', 'tahini']","[28, 98, 47]"
P02_12_340,P02,P02_12,00:20:21.779,00:20:21.02,00:20:21.97,73261,73318,picks up pine nuts,pick-up,0,nut:pine,133,['nut:pine'],[133]
P02_12_341,P02,P02_12,00:20:23.399,00:20:22.67,00:20:26.98,73360,73618,pours pine nuts into hand,pour-into,9,nut:pine,133,"['nut:pine', 'hand']","[133, 11]"
P02_12_342,P02,P02_12,00:20:27.619,00:20:26.62,00:20:28.12,73597,73687,places pine nuts,place,1,nut:pine,133,['nut:pine'],[133]
